WARNING: Could not remove empty redirect log 'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_5_full_supervisor_20260824_132312.stderr.log': Exception calling "Delete" with "1" argument(s): "The process cannot access the file 'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_5_full_supervisor_20260824_132312.stderr.log' because it is being used by another process."
WARNING: Could not remove empty redirect log 'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_5_full_supervisor_20260824_132312.stdout.log': Exception calling "Delete" with "1" argument(s): "The process cannot access the file 'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_5_full_supervisor_20260824_132312.stdout.log' because it is being used by another process."
FULL_EXTRACTION_START pid=45224 records=128
THERMAL gpu_temp_c=65 records=268 errors=0
THERMAL gpu_temp_c=61 records=268 errors=0
THERMAL gpu_temp_c=61 records=268 errors=0
THERMAL gpu_temp_c=62 records=268 errors=0
THERMAL gpu_temp_c=62 records=268 errors=0
THERMAL gpu_temp_c=62 records=268 errors=0
THERMAL gpu_temp_c=62 records=268 errors=0
THERMAL gpu_temp_c=62 records=268 errors=0
THERMAL gpu_temp_c=63 records=268 errors=0
THERMAL gpu_temp_c=61 records=272 errors=0
THERMAL gpu_temp_c=59 records=272 errors=0
THERMAL gpu_temp_c=64 records=272 errors=0
THERMAL gpu_temp_c=62 records=272 errors=0
THERMAL gpu_temp_c=61 records=272 errors=0
THERMAL gpu_temp_c=62 records=272 errors=0
THERMAL gpu_temp_c=62 records=272 errors=0
THERMAL gpu_temp_c=62 records=272 errors=0
THERMAL gpu_temp_c=62 records=272 errors=0
THERMAL gpu_temp_c=62 records=272 errors=0
THERMAL gpu_temp_c=63 records=272 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=60 records=276 errors=0
THERMAL gpu_temp_c=65 records=276 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=62 records=280 errors=0
THERMAL gpu_temp_c=60 records=280 errors=0
THERMAL gpu_temp_c=59 records=280 errors=0
THERMAL gpu_temp_c=62 records=280 errors=0
THERMAL gpu_temp_c=62 records=280 errors=0
THERMAL gpu_temp_c=62 records=280 errors=0
THERMAL gpu_temp_c=62 records=280 errors=0
THERMAL gpu_temp_c=62 records=280 errors=0
THERMAL gpu_temp_c=63 records=280 errors=0
THERMAL gpu_temp_c=62 records=280 errors=0
THERMAL gpu_temp_c=62 records=280 errors=0
THERMAL gpu_temp_c=62 records=284 errors=0
THERMAL gpu_temp_c=60 records=284 errors=0
THERMAL gpu_temp_c=64 records=284 errors=0
THERMAL gpu_temp_c=62 records=284 errors=0
THERMAL gpu_temp_c=62 records=284 errors=0
THERMAL gpu_temp_c=62 records=284 errors=0
THERMAL gpu_temp_c=62 records=284 errors=0
THERMAL gpu_temp_c=62 records=284 errors=0
THERMAL gpu_temp_c=63 records=284 errors=0
THERMAL gpu_temp_c=62 records=284 errors=0
THERMAL gpu_temp_c=62 records=284 errors=0
THERMAL gpu_temp_c=62 records=288 errors=0
THERMAL gpu_temp_c=61 records=288 errors=0
THERMAL gpu_temp_c=71 records=288 errors=0
THERMAL gpu_temp_c=63 records=288 errors=0
THERMAL gpu_temp_c=62 records=288 errors=0
THERMAL gpu_temp_c=63 records=288 errors=0
THERMAL gpu_temp_c=63 records=288 errors=0
THERMAL gpu_temp_c=63 records=288 errors=0
THERMAL gpu_temp_c=63 records=288 errors=0
THERMAL gpu_temp_c=63 records=288 errors=0
THERMAL gpu_temp_c=62 records=292 errors=0
THERMAL gpu_temp_c=60 records=292 errors=0
THERMAL gpu_temp_c=59 records=292 errors=0
THERMAL gpu_temp_c=62 records=292 errors=0
THERMAL gpu_temp_c=62 records=292 errors=0
THERMAL gpu_temp_c=63 records=292 errors=0
THERMAL gpu_temp_c=62 records=292 errors=0
THERMAL gpu_temp_c=62 records=292 errors=0
THERMAL gpu_temp_c=63 records=292 errors=0
THERMAL gpu_temp_c=63 records=292 errors=0
THERMAL gpu_temp_c=63 records=292 errors=0
THERMAL gpu_temp_c=63 records=292 errors=0
THERMAL gpu_temp_c=61 records=296 errors=0
THERMAL gpu_temp_c=59 records=296 errors=0
THERMAL gpu_temp_c=62 records=296 errors=0
THERMAL gpu_temp_c=63 records=296 errors=0
THERMAL gpu_temp_c=62 records=296 errors=0
THERMAL gpu_temp_c=62 records=296 errors=0
THERMAL gpu_temp_c=63 records=296 errors=0
THERMAL gpu_temp_c=63 records=296 errors=0
THERMAL gpu_temp_c=63 records=296 errors=0
THERMAL gpu_temp_c=63 records=296 errors=0
THERMAL gpu_temp_c=62 records=300 errors=0
THERMAL gpu_temp_c=60 records=300 errors=0
THERMAL gpu_temp_c=66 records=300 errors=0
THERMAL gpu_temp_c=62 records=300 errors=0
THERMAL gpu_temp_c=62 records=300 errors=0
THERMAL gpu_temp_c=63 records=300 errors=0
THERMAL gpu_temp_c=62 records=300 errors=0
THERMAL gpu_temp_c=62 records=300 errors=0
THERMAL gpu_temp_c=62 records=300 errors=0
THERMAL gpu_temp_c=63 records=300 errors=0
THERMAL gpu_temp_c=63 records=300 errors=0
THERMAL gpu_temp_c=62 records=304 errors=0
THERMAL gpu_temp_c=60 records=304 errors=0
THERMAL gpu_temp_c=59 records=304 errors=0
THERMAL gpu_temp_c=61 records=304 errors=0
THERMAL gpu_temp_c=61 records=304 errors=0
THERMAL gpu_temp_c=61 records=304 errors=0
THERMAL gpu_temp_c=61 records=304 errors=0
THERMAL gpu_temp_c=62 records=304 errors=0
THERMAL gpu_temp_c=63 records=304 errors=0
THERMAL gpu_temp_c=63 records=304 errors=0
THERMAL gpu_temp_c=62 records=304 errors=0
THERMAL gpu_temp_c=62 records=304 errors=0
THERMAL gpu_temp_c=61 records=308 errors=0
THERMAL gpu_temp_c=59 records=308 errors=0
THERMAL gpu_temp_c=62 records=308 errors=0
THERMAL gpu_temp_c=62 records=308 errors=0
THERMAL gpu_temp_c=62 records=308 errors=0
THERMAL gpu_temp_c=62 records=308 errors=0
THERMAL gpu_temp_c=62 records=308 errors=0
THERMAL gpu_temp_c=62 records=308 errors=0
THERMAL gpu_temp_c=62 records=308 errors=0
THERMAL gpu_temp_c=62 records=308 errors=0
THERMAL gpu_temp_c=63 records=308 errors=0
THERMAL gpu_temp_c=61 records=312 errors=0
THERMAL gpu_temp_c=60 records=312 errors=0
THERMAL gpu_temp_c=64 records=312 errors=0
THERMAL gpu_temp_c=62 records=312 errors=0
THERMAL gpu_temp_c=62 records=312 errors=0
THERMAL gpu_temp_c=62 records=312 errors=0
THERMAL gpu_temp_c=62 records=312 errors=0
THERMAL gpu_temp_c=62 records=312 errors=0
THERMAL gpu_temp_c=62 records=312 errors=0
THERMAL gpu_temp_c=62 records=312 errors=0
THERMAL gpu_temp_c=62 records=312 errors=0
THERMAL gpu_temp_c=63 records=312 errors=0
THERMAL gpu_temp_c=61 records=316 errors=0
THERMAL gpu_temp_c=60 records=316 errors=0
THERMAL gpu_temp_c=63 records=316 errors=0
THERMAL gpu_temp_c=62 records=316 errors=0
THERMAL gpu_temp_c=62 records=316 errors=0
THERMAL gpu_temp_c=62 records=316 errors=0
THERMAL gpu_temp_c=62 records=316 errors=0
THERMAL gpu_temp_c=63 records=316 errors=0
THERMAL gpu_temp_c=63 records=316 errors=0
THERMAL gpu_temp_c=62 records=316 errors=0
THERMAL gpu_temp_c=62 records=316 errors=0
THERMAL gpu_temp_c=63 records=316 errors=0
THERMAL gpu_temp_c=61 records=320 errors=0
THERMAL gpu_temp_c=59 records=320 errors=0
THERMAL gpu_temp_c=63 records=320 errors=0
THERMAL gpu_temp_c=61 records=320 errors=0
THERMAL gpu_temp_c=62 records=320 errors=0
THERMAL gpu_temp_c=62 records=320 errors=0
THERMAL gpu_temp_c=62 records=320 errors=0
THERMAL gpu_temp_c=63 records=320 errors=0
THERMAL gpu_temp_c=62 records=320 errors=0
THERMAL gpu_temp_c=62 records=320 errors=0
THERMAL gpu_temp_c=62 records=320 errors=0
THERMAL gpu_temp_c=62 records=324 errors=0
THERMAL gpu_temp_c=60 records=324 errors=0
THERMAL gpu_temp_c=64 records=324 errors=0
THERMAL gpu_temp_c=62 records=324 errors=0
THERMAL gpu_temp_c=62 records=324 errors=0
THERMAL gpu_temp_c=62 records=324 errors=0
THERMAL gpu_temp_c=62 records=324 errors=0
THERMAL gpu_temp_c=63 records=324 errors=0
THERMAL gpu_temp_c=62 records=324 errors=0
THERMAL gpu_temp_c=63 records=324 errors=0
THERMAL gpu_temp_c=63 records=324 errors=0
THERMAL gpu_temp_c=62 records=328 errors=0
THERMAL gpu_temp_c=60 records=328 errors=0
THERMAL gpu_temp_c=59 records=328 errors=0
THERMAL gpu_temp_c=62 records=328 errors=0
THERMAL gpu_temp_c=62 records=328 errors=0
THERMAL gpu_temp_c=62 records=328 errors=0
THERMAL gpu_temp_c=62 records=328 errors=0
THERMAL gpu_temp_c=62 records=328 errors=0
THERMAL gpu_temp_c=63 records=328 errors=0
THERMAL gpu_temp_c=62 records=328 errors=0
THERMAL gpu_temp_c=63 records=328 errors=0
THERMAL gpu_temp_c=63 records=328 errors=0
THERMAL gpu_temp_c=61 records=332 errors=0
THERMAL gpu_temp_c=59 records=332 errors=0
THERMAL gpu_temp_c=65 records=332 errors=0
THERMAL gpu_temp_c=62 records=332 errors=0
THERMAL gpu_temp_c=62 records=332 errors=0
THERMAL gpu_temp_c=62 records=332 errors=0
THERMAL gpu_temp_c=62 records=332 errors=0
THERMAL gpu_temp_c=62 records=332 errors=0
THERMAL gpu_temp_c=62 records=332 errors=0
THERMAL gpu_temp_c=62 records=332 errors=0
THERMAL gpu_temp_c=62 records=332 errors=0
THERMAL gpu_temp_c=62 records=332 errors=0
THERMAL gpu_temp_c=61 records=336 errors=0
THERMAL gpu_temp_c=60 records=336 errors=0
THERMAL gpu_temp_c=65 records=336 errors=0
THERMAL gpu_temp_c=62 records=336 errors=0
THERMAL gpu_temp_c=62 records=336 errors=0
THERMAL gpu_temp_c=62 records=336 errors=0
THERMAL gpu_temp_c=63 records=336 errors=0
THERMAL gpu_temp_c=63 records=336 errors=0
THERMAL gpu_temp_c=62 records=336 errors=0
THERMAL gpu_temp_c=63 records=336 errors=0
THERMAL gpu_temp_c=62 records=336 errors=0
THERMAL gpu_temp_c=62 records=340 errors=0
THERMAL gpu_temp_c=60 records=340 errors=0
THERMAL gpu_temp_c=65 records=340 errors=0
THERMAL gpu_temp_c=62 records=340 errors=0
THERMAL gpu_temp_c=62 records=340 errors=0
THERMAL gpu_temp_c=62 records=340 errors=0
THERMAL gpu_temp_c=62 records=340 errors=0
THERMAL gpu_temp_c=62 records=340 errors=0
THERMAL gpu_temp_c=62 records=340 errors=0
THERMAL gpu_temp_c=62 records=340 errors=0
THERMAL gpu_temp_c=62 records=340 errors=0
THERMAL gpu_temp_c=63 records=340 errors=0
THERMAL gpu_temp_c=62 records=344 errors=0
THERMAL gpu_temp_c=60 records=344 errors=0
THERMAL gpu_temp_c=65 records=344 errors=0
THERMAL gpu_temp_c=61 records=344 errors=0
THERMAL gpu_temp_c=63 records=344 errors=0
THERMAL gpu_temp_c=62 records=344 errors=0
THERMAL gpu_temp_c=62 records=344 errors=0
THERMAL gpu_temp_c=62 records=344 errors=0
THERMAL gpu_temp_c=62 records=344 errors=0
THERMAL gpu_temp_c=62 records=344 errors=0
THERMAL gpu_temp_c=63 records=344 errors=0
THERMAL gpu_temp_c=62 records=348 errors=0
THERMAL gpu_temp_c=59 records=348 errors=0
THERMAL gpu_temp_c=64 records=348 errors=0
THERMAL gpu_temp_c=61 records=348 errors=0
THERMAL gpu_temp_c=62 records=348 errors=0
THERMAL gpu_temp_c=62 records=348 errors=0
THERMAL gpu_temp_c=62 records=348 errors=0
THERMAL gpu_temp_c=62 records=348 errors=0
THERMAL gpu_temp_c=63 records=348 errors=0
THERMAL gpu_temp_c=62 records=348 errors=0
THERMAL gpu_temp_c=62 records=348 errors=0
THERMAL gpu_temp_c=62 records=352 errors=0
THERMAL gpu_temp_c=60 records=352 errors=0
THERMAL gpu_temp_c=59 records=352 errors=0
THERMAL gpu_temp_c=62 records=352 errors=0
THERMAL gpu_temp_c=61 records=352 errors=0
THERMAL gpu_temp_c=62 records=352 errors=0
THERMAL gpu_temp_c=62 records=352 errors=0
THERMAL gpu_temp_c=62 records=352 errors=0
THERMAL gpu_temp_c=62 records=352 errors=0
THERMAL gpu_temp_c=62 records=352 errors=0
THERMAL gpu_temp_c=62 records=352 errors=0
THERMAL gpu_temp_c=62 records=352 errors=0
THERMAL gpu_temp_c=60 records=356 errors=0
THERMAL gpu_temp_c=59 records=356 errors=0
THERMAL gpu_temp_c=62 records=356 errors=0
THERMAL gpu_temp_c=62 records=356 errors=0
THERMAL gpu_temp_c=62 records=356 errors=0
THERMAL gpu_temp_c=62 records=356 errors=0
THERMAL gpu_temp_c=62 records=356 errors=0
THERMAL gpu_temp_c=62 records=356 errors=0
THERMAL gpu_temp_c=62 records=356 errors=0
THERMAL gpu_temp_c=63 records=356 errors=0
THERMAL gpu_temp_c=63 records=356 errors=0
THERMAL gpu_temp_c=61 records=360 errors=0
THERMAL gpu_temp_c=59 records=360 errors=0
THERMAL gpu_temp_c=61 records=360 errors=0
THERMAL gpu_temp_c=62 records=360 errors=0
THERMAL gpu_temp_c=62 records=360 errors=0
THERMAL gpu_temp_c=62 records=360 errors=0
THERMAL gpu_temp_c=62 records=360 errors=0
THERMAL gpu_temp_c=62 records=360 errors=0
THERMAL gpu_temp_c=62 records=360 errors=0
THERMAL gpu_temp_c=63 records=360 errors=0
THERMAL gpu_temp_c=62 records=364 errors=0
THERMAL gpu_temp_c=60 records=364 errors=0
THERMAL gpu_temp_c=66 records=364 errors=0
THERMAL gpu_temp_c=61 records=364 errors=0
THERMAL gpu_temp_c=62 records=364 errors=0
THERMAL gpu_temp_c=62 records=364 errors=0
THERMAL gpu_temp_c=62 records=364 errors=0
THERMAL gpu_temp_c=62 records=364 errors=0
THERMAL gpu_temp_c=62 records=364 errors=0
THERMAL gpu_temp_c=62 records=364 errors=0
THERMAL gpu_temp_c=62 records=364 errors=0
THERMAL gpu_temp_c=63 records=364 errors=0
THERMAL gpu_temp_c=60 records=368 errors=0
THERMAL gpu_temp_c=59 records=368 errors=0
THERMAL gpu_temp_c=62 records=368 errors=0
THERMAL gpu_temp_c=62 records=368 errors=0
THERMAL gpu_temp_c=62 records=368 errors=0
THERMAL gpu_temp_c=61 records=368 errors=0
THERMAL gpu_temp_c=62 records=368 errors=0
THERMAL gpu_temp_c=62 records=368 errors=0
THERMAL gpu_temp_c=62 records=368 errors=0
THERMAL gpu_temp_c=62 records=368 errors=0
THERMAL gpu_temp_c=62 records=368 errors=0
THERMAL gpu_temp_c=61 records=372 errors=0
THERMAL gpu_temp_c=60 records=372 errors=0
THERMAL gpu_temp_c=58 records=372 errors=0
THERMAL gpu_temp_c=62 records=372 errors=0
THERMAL gpu_temp_c=62 records=372 errors=0
THERMAL gpu_temp_c=62 records=372 errors=0
THERMAL gpu_temp_c=62 records=372 errors=0
THERMAL gpu_temp_c=62 records=372 errors=0
THERMAL gpu_temp_c=62 records=372 errors=0
THERMAL gpu_temp_c=63 records=372 errors=0
THERMAL gpu_temp_c=62 records=372 errors=0
THERMAL gpu_temp_c=63 records=372 errors=0
THERMAL gpu_temp_c=60 records=376 errors=0
THERMAL gpu_temp_c=59 records=376 errors=0
THERMAL gpu_temp_c=62 records=376 errors=0
THERMAL gpu_temp_c=61 records=376 errors=0
THERMAL gpu_temp_c=62 records=376 errors=0
THERMAL gpu_temp_c=62 records=376 errors=0
THERMAL gpu_temp_c=62 records=376 errors=0
THERMAL gpu_temp_c=62 records=376 errors=0
THERMAL gpu_temp_c=62 records=376 errors=0
THERMAL gpu_temp_c=63 records=376 errors=0
THERMAL gpu_temp_c=62 records=376 errors=0
THERMAL gpu_temp_c=62 records=380 errors=0
THERMAL gpu_temp_c=60 records=380 errors=0
THERMAL gpu_temp_c=60 records=380 errors=0
THERMAL gpu_temp_c=62 records=380 errors=0
THERMAL gpu_temp_c=62 records=380 errors=0
THERMAL gpu_temp_c=62 records=380 errors=0
THERMAL gpu_temp_c=62 records=380 errors=0
THERMAL gpu_temp_c=63 records=380 errors=0
THERMAL gpu_temp_c=62 records=380 errors=0
THERMAL gpu_temp_c=63 records=380 errors=0
THERMAL gpu_temp_c=62 records=380 errors=0
THERMAL gpu_temp_c=61 records=384 errors=0
THERMAL gpu_temp_c=60 records=384 errors=0
THERMAL gpu_temp_c=64 records=384 errors=0
THERMAL gpu_temp_c=62 records=384 errors=0
THERMAL gpu_temp_c=62 records=384 errors=0
THERMAL gpu_temp_c=62 records=384 errors=0
THERMAL gpu_temp_c=63 records=384 errors=0
THERMAL gpu_temp_c=62 records=384 errors=0
THERMAL gpu_temp_c=63 records=384 errors=0
THERMAL gpu_temp_c=63 records=384 errors=0
THERMAL gpu_temp_c=62 records=384 errors=0
THERMAL gpu_temp_c=61 records=388 errors=0
THERMAL gpu_temp_c=59 records=388 errors=0
THERMAL gpu_temp_c=64 records=388 errors=0
THERMAL gpu_temp_c=62 records=388 errors=0
THERMAL gpu_temp_c=62 records=388 errors=0
THERMAL gpu_temp_c=62 records=388 errors=0
THERMAL gpu_temp_c=63 records=388 errors=0
THERMAL gpu_temp_c=63 records=388 errors=0
THERMAL gpu_temp_c=63 records=388 errors=0
THERMAL gpu_temp_c=62 records=388 errors=0
THERMAL gpu_temp_c=63 records=388 errors=0
THERMAL gpu_temp_c=61 records=392 errors=0
THERMAL gpu_temp_c=59 records=392 errors=0
THERMAL gpu_temp_c=64 records=392 errors=0
THERMAL gpu_temp_c=62 records=392 errors=0
THERMAL gpu_temp_c=62 records=392 errors=0
THERMAL gpu_temp_c=62 records=392 errors=0
THERMAL gpu_temp_c=62 records=392 errors=0
THERMAL gpu_temp_c=62 records=392 errors=0
THERMAL gpu_temp_c=62 records=392 errors=0
THERMAL gpu_temp_c=62 records=392 errors=0
THERMAL gpu_temp_c=62 records=396 errors=0
THERMAL gpu_temp_c=60 records=396 errors=0
THERMAL gpu_temp_c=69 records=396 errors=0
THERMAL gpu_temp_c=61 records=396 errors=0
THERMAL gpu_temp_c=61 records=396 errors=0
THERMAL gpu_temp_c=62 records=396 errors=0
THERMAL gpu_temp_c=62 records=396 errors=0
THERMAL gpu_temp_c=62 records=396 errors=0
THERMAL gpu_temp_c=62 records=396 errors=0
THERMAL gpu_temp_c=62 records=396 errors=0
THERMAL gpu_temp_c=62 records=396 errors=0
THERMAL gpu_temp_c=62 records=396 errors=0
THERMAL gpu_temp_c=61 records=400 errors=0
THERMAL gpu_temp_c=59 records=400 errors=0
THERMAL gpu_temp_c=62 records=400 errors=0
THERMAL gpu_temp_c=61 records=400 errors=0
THERMAL gpu_temp_c=62 records=400 errors=0
THERMAL gpu_temp_c=62 records=400 errors=0
THERMAL gpu_temp_c=62 records=400 errors=0
THERMAL gpu_temp_c=62 records=400 errors=0
THERMAL gpu_temp_c=62 records=400 errors=0
THERMAL gpu_temp_c=63 records=400 errors=0
THERMAL gpu_temp_c=62 records=404 errors=0
THERMAL gpu_temp_c=60 records=404 errors=0
THERMAL gpu_temp_c=58 records=404 errors=0
THERMAL gpu_temp_c=62 records=404 errors=0
THERMAL gpu_temp_c=61 records=404 errors=0
THERMAL gpu_temp_c=62 records=404 errors=0
THERMAL gpu_temp_c=62 records=404 errors=0
THERMAL gpu_temp_c=62 records=404 errors=0
THERMAL gpu_temp_c=62 records=404 errors=0
THERMAL gpu_temp_c=63 records=404 errors=0
THERMAL gpu_temp_c=62 records=404 errors=0
THERMAL gpu_temp_c=62 records=404 errors=0
THERMAL gpu_temp_c=61 records=408 errors=0
THERMAL gpu_temp_c=59 records=408 errors=0
THERMAL gpu_temp_c=62 records=408 errors=0
THERMAL gpu_temp_c=62 records=408 errors=0
THERMAL gpu_temp_c=62 records=408 errors=0
THERMAL gpu_temp_c=63 records=408 errors=0
THERMAL gpu_temp_c=62 records=408 errors=0
THERMAL gpu_temp_c=63 records=408 errors=0
THERMAL gpu_temp_c=62 records=408 errors=0
THERMAL gpu_temp_c=62 records=408 errors=0
THERMAL gpu_temp_c=62 records=412 errors=0
THERMAL gpu_temp_c=60 records=412 errors=0
THERMAL gpu_temp_c=59 records=412 errors=0
THERMAL gpu_temp_c=62 records=412 errors=0
THERMAL gpu_temp_c=62 records=412 errors=0
THERMAL gpu_temp_c=62 records=412 errors=0
THERMAL gpu_temp_c=62 records=412 errors=0
THERMAL gpu_temp_c=62 records=412 errors=0
THERMAL gpu_temp_c=62 records=412 errors=0
THERMAL gpu_temp_c=62 records=412 errors=0
THERMAL gpu_temp_c=63 records=412 errors=0
THERMAL gpu_temp_c=62 records=412 errors=0
THERMAL gpu_temp_c=60 records=416 errors=0
THERMAL gpu_temp_c=58 records=416 errors=0
THERMAL gpu_temp_c=62 records=416 errors=0
THERMAL gpu_temp_c=61 records=416 errors=0
THERMAL gpu_temp_c=62 records=416 errors=0
THERMAL gpu_temp_c=62 records=416 errors=0
THERMAL gpu_temp_c=62 records=416 errors=0
THERMAL gpu_temp_c=62 records=416 errors=0
THERMAL gpu_temp_c=62 records=416 errors=0
THERMAL gpu_temp_c=62 records=416 errors=0
THERMAL gpu_temp_c=61 records=420 errors=0
THERMAL gpu_temp_c=59 records=420 errors=0
THERMAL gpu_temp_c=64 records=420 errors=0
THERMAL gpu_temp_c=61 records=420 errors=0
THERMAL gpu_temp_c=61 records=420 errors=0
THERMAL gpu_temp_c=62 records=420 errors=0
THERMAL gpu_temp_c=62 records=420 errors=0
THERMAL gpu_temp_c=62 records=420 errors=0
THERMAL gpu_temp_c=62 records=420 errors=0
THERMAL gpu_temp_c=63 records=420 errors=0
THERMAL gpu_temp_c=62 records=420 errors=0
THERMAL gpu_temp_c=61 records=424 errors=0
THERMAL gpu_temp_c=59 records=424 errors=0
THERMAL gpu_temp_c=65 records=424 errors=0
THERMAL gpu_temp_c=61 records=424 errors=0
THERMAL gpu_temp_c=62 records=424 errors=0
THERMAL gpu_temp_c=62 records=424 errors=0
THERMAL gpu_temp_c=63 records=424 errors=0
THERMAL gpu_temp_c=62 records=424 errors=0
THERMAL gpu_temp_c=63 records=424 errors=0
THERMAL gpu_temp_c=62 records=424 errors=0
THERMAL gpu_temp_c=63 records=424 errors=0
THERMAL gpu_temp_c=61 records=428 errors=0
THERMAL gpu_temp_c=59 records=428 errors=0
THERMAL gpu_temp_c=65 records=428 errors=0
THERMAL gpu_temp_c=61 records=428 errors=0
THERMAL gpu_temp_c=62 records=428 errors=0
THERMAL gpu_temp_c=62 records=428 errors=0
THERMAL gpu_temp_c=62 records=428 errors=0
THERMAL gpu_temp_c=62 records=428 errors=0
THERMAL gpu_temp_c=62 records=428 errors=0
THERMAL gpu_temp_c=62 records=428 errors=0
THERMAL gpu_temp_c=63 records=428 errors=0
THERMAL gpu_temp_c=61 records=432 errors=4
FULL_EXTRACTION_FAIL_FAST records=432 errors=4
WARNING: Could not remove empty redirect log 'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_5_full_supervisor_20260824_132312.stderr.log': Exception calling "Delete" with "1" argument(s): "The process cannot access the file 'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_5_full_supervisor_20260824_132312.stderr.log' because it is being used by another process."
SAFETY_CLEANUP_COMPLETE power_plan=Balanced gpu_temp_c=62
