WARNING: Could not remove empty redirect log 
'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_7_full_wrapper_20260826_225716.stderr.log': Exception 
calling "Delete" with "1" argument(s): "The process cannot access the file 
'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_7_full_wrapper_20260826_225716.stderr.log' because it is 
being used by another process."
WARNING: Could not remove empty redirect log 
'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_7_full_wrapper_20260826_225716.stdout.log': Exception 
THERMAL gpu_temp_c=71 records=196 errors=0
THERMAL gpu_temp_c=67 records=196 errors=0
THERMAL gpu_temp_c=68 records=196 errors=0
THERMAL gpu_temp_c=67 records=196 errors=0
THERMAL gpu_temp_c=68 records=196 errors=0
THERMAL gpu_temp_c=68 records=196 errors=0
THERMAL gpu_temp_c=68 records=196 errors=0
THERMAL gpu_temp_c=68 records=196 errors=0
THERMAL gpu_temp_c=69 records=196 errors=0
THERMAL gpu_temp_c=67 records=200 errors=0
THERMAL gpu_temp_c=65 records=200 errors=0
THERMAL gpu_temp_c=65 records=200 errors=0
THERMAL gpu_temp_c=68 records=200 errors=0
THERMAL gpu_temp_c=67 records=200 errors=0
THERMAL gpu_temp_c=67 records=200 errors=0
THERMAL gpu_temp_c=67 records=200 errors=0
THERMAL gpu_temp_c=67 records=200 errors=0
THERMAL gpu_temp_c=67 records=200 errors=0
THERMAL gpu_temp_c=68 records=200 errors=0
THERMAL gpu_temp_c=67 records=200 errors=0
THERMAL gpu_temp_c=67 records=204 errors=0
THERMAL gpu_temp_c=65 records=204 errors=0
THERMAL gpu_temp_c=64 records=204 errors=0
THERMAL gpu_temp_c=67 records=204 errors=0
THERMAL gpu_temp_c=66 records=204 errors=0
THERMAL gpu_temp_c=67 records=204 errors=0
THERMAL gpu_temp_c=68 records=204 errors=0
THERMAL gpu_temp_c=67 records=204 errors=0
THERMAL gpu_temp_c=68 records=204 errors=0
THERMAL gpu_temp_c=68 records=204 errors=0
THERMAL gpu_temp_c=68 records=204 errors=0
THERMAL gpu_temp_c=68 records=204 errors=0
THERMAL gpu_temp_c=67 records=208 errors=0
THERMAL gpu_temp_c=66 records=208 errors=0
THERMAL gpu_temp_c=73 records=208 errors=0
THERMAL gpu_temp_c=68 records=208 errors=0
THERMAL gpu_temp_c=68 records=208 errors=0
THERMAL gpu_temp_c=67 records=208 errors=0
THERMAL gpu_temp_c=68 records=208 errors=0
THERMAL gpu_temp_c=68 records=208 errors=0
THERMAL gpu_temp_c=68 records=208 errors=0
THERMAL gpu_temp_c=68 records=208 errors=0
THERMAL gpu_temp_c=68 records=208 errors=0
THERMAL gpu_temp_c=68 records=208 errors=0
THERMAL gpu_temp_c=67 records=212 errors=0
THERMAL gpu_temp_c=66 records=212 errors=0
THERMAL gpu_temp_c=71 records=212 errors=0
THERMAL gpu_temp_c=68 records=212 errors=0
THERMAL gpu_temp_c=67 records=212 errors=0
THERMAL gpu_temp_c=68 records=212 errors=0
THERMAL gpu_temp_c=68 records=212 errors=0
THERMAL gpu_temp_c=68 records=212 errors=0
THERMAL gpu_temp_c=68 records=212 errors=0
THERMAL gpu_temp_c=68 records=212 errors=0
THERMAL gpu_temp_c=68 records=212 errors=0
THERMAL gpu_temp_c=68 records=212 errors=0
THERMAL gpu_temp_c=67 records=216 errors=0
THERMAL gpu_temp_c=66 records=216 errors=0
THERMAL gpu_temp_c=71 records=216 errors=0
THERMAL gpu_temp_c=68 records=216 errors=0
THERMAL gpu_temp_c=67 records=216 errors=0
THERMAL gpu_temp_c=68 records=216 errors=0
THERMAL gpu_temp_c=68 records=216 errors=0
THERMAL gpu_temp_c=68 records=216 errors=0
THERMAL gpu_temp_c=68 records=216 errors=0
THERMAL gpu_temp_c=68 records=216 errors=0
THERMAL gpu_temp_c=68 records=216 errors=0
THERMAL gpu_temp_c=68 records=216 errors=0
THERMAL gpu_temp_c=67 records=220 errors=0
THERMAL gpu_temp_c=66 records=220 errors=0
THERMAL gpu_temp_c=70 records=220 errors=0
THERMAL gpu_temp_c=68 records=220 errors=0
THERMAL gpu_temp_c=68 records=220 errors=0
THERMAL gpu_temp_c=68 records=220 errors=0
THERMAL gpu_temp_c=68 records=220 errors=0
THERMAL gpu_temp_c=68 records=220 errors=0
THERMAL gpu_temp_c=68 records=220 errors=0
THERMAL gpu_temp_c=68 records=220 errors=0
THERMAL gpu_temp_c=68 records=220 errors=0
THERMAL gpu_temp_c=68 records=220 errors=0
THERMAL gpu_temp_c=68 records=224 errors=0
THERMAL gpu_temp_c=66 records=224 errors=0
THERMAL gpu_temp_c=72 records=224 errors=0
THERMAL gpu_temp_c=68 records=224 errors=0
THERMAL gpu_temp_c=68 records=224 errors=0
THERMAL gpu_temp_c=68 records=224 errors=0
THERMAL gpu_temp_c=68 records=224 errors=0
THERMAL gpu_temp_c=68 records=224 errors=0
THERMAL gpu_temp_c=68 records=224 errors=0
THERMAL gpu_temp_c=68 records=224 errors=0
THERMAL gpu_temp_c=68 records=224 errors=0
THERMAL gpu_temp_c=68 records=224 errors=0
THERMAL gpu_temp_c=66 records=228 errors=0
THERMAL gpu_temp_c=65 records=228 errors=0
THERMAL gpu_temp_c=69 records=228 errors=0
THERMAL gpu_temp_c=68 records=228 errors=0
THERMAL gpu_temp_c=68 records=228 errors=0
THERMAL gpu_temp_c=68 records=228 errors=0
THERMAL gpu_temp_c=68 records=228 errors=0
THERMAL gpu_temp_c=68 records=228 errors=0
THERMAL gpu_temp_c=68 records=228 errors=0
THERMAL gpu_temp_c=68 records=228 errors=0
THERMAL gpu_temp_c=68 records=228 errors=0
THERMAL gpu_temp_c=67 records=232 errors=0
THERMAL gpu_temp_c=65 records=232 errors=0
THERMAL gpu_temp_c=71 records=232 errors=0
THERMAL gpu_temp_c=68 records=232 errors=0
THERMAL gpu_temp_c=68 records=232 errors=0
THERMAL gpu_temp_c=68 records=232 errors=0
THERMAL gpu_temp_c=68 records=232 errors=0
THERMAL gpu_temp_c=68 records=232 errors=0
THERMAL gpu_temp_c=68 records=232 errors=0
THERMAL gpu_temp_c=69 records=232 errors=0
THERMAL gpu_temp_c=68 records=232 errors=0
THERMAL gpu_temp_c=67 records=236 errors=0
THERMAL gpu_temp_c=65 records=236 errors=0
THERMAL gpu_temp_c=71 records=236 errors=0
THERMAL gpu_temp_c=68 records=236 errors=0
THERMAL gpu_temp_c=68 records=236 errors=0
THERMAL gpu_temp_c=68 records=236 errors=0
THERMAL gpu_temp_c=68 records=236 errors=0
THERMAL gpu_temp_c=68 records=236 errors=0
THERMAL gpu_temp_c=68 records=236 errors=0
THERMAL gpu_temp_c=68 records=236 errors=0
THERMAL gpu_temp_c=68 records=236 errors=0
THERMAL gpu_temp_c=68 records=236 errors=0
THERMAL gpu_temp_c=67 records=240 errors=0
THERMAL gpu_temp_c=66 records=240 errors=0
THERMAL gpu_temp_c=70 records=240 errors=0
THERMAL gpu_temp_c=67 records=240 errors=0
THERMAL gpu_temp_c=67 records=240 errors=0
THERMAL gpu_temp_c=68 records=240 errors=0
THERMAL gpu_temp_c=68 records=240 errors=0
THERMAL gpu_temp_c=68 records=240 errors=0
THERMAL gpu_temp_c=69 records=240 errors=0
THERMAL gpu_temp_c=68 records=240 errors=0
THERMAL gpu_temp_c=68 records=240 errors=0
THERMAL gpu_temp_c=67 records=244 errors=0
THERMAL gpu_temp_c=65 records=244 errors=0
THERMAL gpu_temp_c=69 records=244 errors=0
THERMAL gpu_temp_c=68 records=244 errors=0
THERMAL gpu_temp_c=67 records=244 errors=0
THERMAL gpu_temp_c=68 records=244 errors=0
THERMAL gpu_temp_c=68 records=244 errors=0
THERMAL gpu_temp_c=68 records=244 errors=0
THERMAL gpu_temp_c=68 records=244 errors=0
THERMAL gpu_temp_c=68 records=244 errors=0
THERMAL gpu_temp_c=68 records=244 errors=0
THERMAL gpu_temp_c=67 records=248 errors=0
THERMAL gpu_temp_c=65 records=248 errors=0
THERMAL gpu_temp_c=69 records=248 errors=0
THERMAL gpu_temp_c=68 records=248 errors=0
THERMAL gpu_temp_c=68 records=248 errors=0
THERMAL gpu_temp_c=68 records=248 errors=0
THERMAL gpu_temp_c=68 records=248 errors=0
THERMAL gpu_temp_c=69 records=248 errors=0
THERMAL gpu_temp_c=68 records=248 errors=0
THERMAL gpu_temp_c=68 records=248 errors=0
THERMAL gpu_temp_c=69 records=248 errors=0
THERMAL gpu_temp_c=68 records=252 errors=0
THERMAL gpu_temp_c=66 records=252 errors=0
THERMAL gpu_temp_c=66 records=252 errors=0
THERMAL gpu_temp_c=69 records=252 errors=0
THERMAL gpu_temp_c=68 records=252 errors=0
THERMAL gpu_temp_c=68 records=252 errors=0
THERMAL gpu_temp_c=68 records=252 errors=0
THERMAL gpu_temp_c=69 records=252 errors=0
THERMAL gpu_temp_c=69 records=252 errors=0
THERMAL gpu_temp_c=68 records=252 errors=0
THERMAL gpu_temp_c=68 records=252 errors=0
THERMAL gpu_temp_c=68 records=252 errors=0
THERMAL gpu_temp_c=69 records=252 errors=0
THERMAL gpu_temp_c=67 records=256 errors=0
THERMAL gpu_temp_c=66 records=256 errors=0
THERMAL gpu_temp_c=69 records=256 errors=0
THERMAL gpu_temp_c=67 records=256 errors=0
THERMAL gpu_temp_c=69 records=256 errors=0
THERMAL gpu_temp_c=68 records=256 errors=0
THERMAL gpu_temp_c=69 records=256 errors=0
THERMAL gpu_temp_c=69 records=256 errors=0
THERMAL gpu_temp_c=68 records=256 errors=0
THERMAL gpu_temp_c=69 records=256 errors=0
THERMAL gpu_temp_c=69 records=256 errors=0
THERMAL gpu_temp_c=68 records=260 errors=0
THERMAL gpu_temp_c=66 records=260 errors=0
THERMAL gpu_temp_c=65 records=260 errors=0
THERMAL gpu_temp_c=67 records=260 errors=0
THERMAL gpu_temp_c=67 records=260 errors=0
THERMAL gpu_temp_c=67 records=260 errors=0
THERMAL gpu_temp_c=66 records=260 errors=0
THERMAL gpu_temp_c=66 records=260 errors=0
THERMAL gpu_temp_c=65 records=260 errors=0
THERMAL gpu_temp_c=65 records=260 errors=0
THERMAL gpu_temp_c=65 records=260 errors=0
THERMAL gpu_temp_c=65 records=260 errors=0
THERMAL gpu_temp_c=64 records=260 errors=0
THERMAL gpu_temp_c=64 records=264 errors=0
THERMAL gpu_temp_c=63 records=264 errors=0
THERMAL gpu_temp_c=67 records=264 errors=0
THERMAL gpu_temp_c=64 records=264 errors=0
THERMAL gpu_temp_c=64 records=264 errors=0
THERMAL gpu_temp_c=64 records=264 errors=0
THERMAL gpu_temp_c=64 records=264 errors=0
THERMAL gpu_temp_c=64 records=264 errors=0
THERMAL gpu_temp_c=64 records=264 errors=0
THERMAL gpu_temp_c=63 records=264 errors=0
THERMAL gpu_temp_c=64 records=264 errors=0
THERMAL gpu_temp_c=63 records=264 errors=0
THERMAL gpu_temp_c=63 records=264 errors=0
THERMAL gpu_temp_c=61 records=268 errors=0
THERMAL gpu_temp_c=60 records=268 errors=0
THERMAL gpu_temp_c=62 records=268 errors=0
THERMAL gpu_temp_c=62 records=268 errors=0
THERMAL gpu_temp_c=62 records=268 errors=0
THERMAL gpu_temp_c=63 records=268 errors=0
THERMAL gpu_temp_c=63 records=268 errors=0
THERMAL gpu_temp_c=63 records=268 errors=0
THERMAL gpu_temp_c=63 records=268 errors=0
THERMAL gpu_temp_c=63 records=268 errors=0
THERMAL gpu_temp_c=63 records=268 errors=0
THERMAL gpu_temp_c=62 records=272 errors=0
THERMAL gpu_temp_c=60 records=272 errors=0
THERMAL gpu_temp_c=65 records=272 errors=0
THERMAL gpu_temp_c=62 records=272 errors=0
THERMAL gpu_temp_c=62 records=272 errors=0
THERMAL gpu_temp_c=62 records=272 errors=0
THERMAL gpu_temp_c=62 records=272 errors=0
THERMAL gpu_temp_c=62 records=272 errors=0
THERMAL gpu_temp_c=62 records=272 errors=0
THERMAL gpu_temp_c=62 records=272 errors=0
THERMAL gpu_temp_c=62 records=272 errors=0
THERMAL gpu_temp_c=62 records=272 errors=0
THERMAL gpu_temp_c=61 records=276 errors=0
THERMAL gpu_temp_c=60 records=276 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=63 records=276 errors=0
THERMAL gpu_temp_c=62 records=276 errors=0
THERMAL gpu_temp_c=63 records=276 errors=0
THERMAL gpu_temp_c=61 records=280 errors=0
THERMAL gpu_temp_c=60 records=280 errors=0
THERMAL gpu_temp_c=64 records=280 errors=0
THERMAL gpu_temp_c=62 records=280 errors=0
THERMAL gpu_temp_c=62 records=280 errors=0
THERMAL gpu_temp_c=62 records=280 errors=0
THERMAL gpu_temp_c=62 records=280 errors=0
THERMAL gpu_temp_c=62 records=280 errors=0
THERMAL gpu_temp_c=63 records=280 errors=0
THERMAL gpu_temp_c=62 records=280 errors=0
THERMAL gpu_temp_c=62 records=280 errors=0
THERMAL gpu_temp_c=62 records=284 errors=0
THERMAL gpu_temp_c=60 records=284 errors=0
THERMAL gpu_temp_c=64 records=284 errors=0
THERMAL gpu_temp_c=61 records=284 errors=0
THERMAL gpu_temp_c=61 records=284 errors=0
THERMAL gpu_temp_c=62 records=284 errors=0
THERMAL gpu_temp_c=62 records=284 errors=0
THERMAL gpu_temp_c=62 records=284 errors=0
THERMAL gpu_temp_c=62 records=284 errors=0
THERMAL gpu_temp_c=62 records=284 errors=0
THERMAL gpu_temp_c=62 records=284 errors=0
THERMAL gpu_temp_c=62 records=284 errors=0
THERMAL gpu_temp_c=60 records=288 errors=0
THERMAL gpu_temp_c=59 records=288 errors=0
THERMAL gpu_temp_c=62 records=288 errors=0
THERMAL gpu_temp_c=61 records=288 errors=0
THERMAL gpu_temp_c=61 records=288 errors=0
THERMAL gpu_temp_c=62 records=288 errors=0
THERMAL gpu_temp_c=62 records=288 errors=0
THERMAL gpu_temp_c=62 records=288 errors=0
THERMAL gpu_temp_c=62 records=288 errors=0
THERMAL gpu_temp_c=62 records=288 errors=0
THERMAL gpu_temp_c=61 records=292 errors=0
THERMAL gpu_temp_c=59 records=292 errors=0
THERMAL gpu_temp_c=58 records=292 errors=0
THERMAL gpu_temp_c=61 records=292 errors=0
THERMAL gpu_temp_c=61 records=292 errors=0
THERMAL gpu_temp_c=61 records=292 errors=0
THERMAL gpu_temp_c=61 records=292 errors=0
THERMAL gpu_temp_c=62 records=292 errors=0
THERMAL gpu_temp_c=62 records=292 errors=0
THERMAL gpu_temp_c=62 records=292 errors=0
THERMAL gpu_temp_c=62 records=292 errors=0
THERMAL gpu_temp_c=62 records=292 errors=0
THERMAL gpu_temp_c=62 records=292 errors=0
THERMAL gpu_temp_c=60 records=296 errors=0
THERMAL gpu_temp_c=58 records=296 errors=0
THERMAL gpu_temp_c=61 records=296 errors=0
THERMAL gpu_temp_c=61 records=296 errors=0
THERMAL gpu_temp_c=62 records=296 errors=0
THERMAL gpu_temp_c=62 records=296 errors=0
THERMAL gpu_temp_c=61 records=296 errors=0
THERMAL gpu_temp_c=61 records=296 errors=0
THERMAL gpu_temp_c=62 records=296 errors=0
THERMAL gpu_temp_c=62 records=296 errors=0
THERMAL gpu_temp_c=62 records=300 errors=0
THERMAL gpu_temp_c=60 records=300 errors=0
THERMAL gpu_temp_c=65 records=300 errors=0
THERMAL gpu_temp_c=62 records=300 errors=0
THERMAL gpu_temp_c=63 records=300 errors=0
THERMAL gpu_temp_c=64 records=300 errors=0
THERMAL gpu_temp_c=64 records=300 errors=0
THERMAL gpu_temp_c=64 records=300 errors=0
THERMAL gpu_temp_c=65 records=300 errors=0
THERMAL gpu_temp_c=65 records=300 errors=0
THERMAL gpu_temp_c=65 records=300 errors=0
THERMAL gpu_temp_c=65 records=300 errors=0
THERMAL gpu_temp_c=64 records=304 errors=0
THERMAL gpu_temp_c=62 records=304 errors=0
THERMAL gpu_temp_c=65 records=304 errors=0
THERMAL gpu_temp_c=65 records=304 errors=0
THERMAL gpu_temp_c=66 records=304 errors=0
THERMAL gpu_temp_c=66 records=304 errors=0
THERMAL gpu_temp_c=66 records=304 errors=0
THERMAL gpu_temp_c=66 records=304 errors=0
THERMAL gpu_temp_c=66 records=304 errors=0
THERMAL gpu_temp_c=67 records=304 errors=0
THERMAL gpu_temp_c=66 records=304 errors=0
THERMAL gpu_temp_c=65 records=308 errors=0
THERMAL gpu_temp_c=63 records=308 errors=0
THERMAL gpu_temp_c=67 records=308 errors=0
THERMAL gpu_temp_c=66 records=308 errors=0
THERMAL gpu_temp_c=66 records=308 errors=0
THERMAL gpu_temp_c=66 records=308 errors=0
THERMAL gpu_temp_c=67 records=308 errors=0
THERMAL gpu_temp_c=67 records=308 errors=0
THERMAL gpu_temp_c=67 records=308 errors=0
THERMAL gpu_temp_c=67 records=308 errors=0
THERMAL gpu_temp_c=67 records=308 errors=0
THERMAL gpu_temp_c=67 records=308 errors=0
THERMAL gpu_temp_c=65 records=312 errors=0
THERMAL gpu_temp_c=64 records=312 errors=0
THERMAL gpu_temp_c=67 records=312 errors=0
THERMAL gpu_temp_c=66 records=312 errors=0
THERMAL gpu_temp_c=67 records=312 errors=0
THERMAL gpu_temp_c=67 records=312 errors=0
THERMAL gpu_temp_c=67 records=312 errors=0
THERMAL gpu_temp_c=68 records=312 errors=0
THERMAL gpu_temp_c=67 records=312 errors=0
THERMAL gpu_temp_c=67 records=312 errors=0
THERMAL gpu_temp_c=68 records=312 errors=0
THERMAL gpu_temp_c=66 records=316 errors=0
THERMAL gpu_temp_c=64 records=316 errors=0
THERMAL gpu_temp_c=67 records=316 errors=0
THERMAL gpu_temp_c=67 records=316 errors=0
THERMAL gpu_temp_c=67 records=316 errors=0
THERMAL gpu_temp_c=67 records=316 errors=0
THERMAL gpu_temp_c=67 records=316 errors=0
THERMAL gpu_temp_c=68 records=316 errors=0
THERMAL gpu_temp_c=67 records=316 errors=0
THERMAL gpu_temp_c=68 records=316 errors=0
THERMAL gpu_temp_c=68 records=316 errors=0
THERMAL gpu_temp_c=68 records=316 errors=0
THERMAL gpu_temp_c=67 records=320 errors=0
THERMAL gpu_temp_c=65 records=320 errors=0
THERMAL gpu_temp_c=70 records=320 errors=0
THERMAL gpu_temp_c=67 records=320 errors=0
THERMAL gpu_temp_c=67 records=320 errors=0
THERMAL gpu_temp_c=68 records=320 errors=0
THERMAL gpu_temp_c=68 records=320 errors=0
THERMAL gpu_temp_c=68 records=320 errors=0
THERMAL gpu_temp_c=68 records=320 errors=0
THERMAL gpu_temp_c=69 records=320 errors=0
THERMAL gpu_temp_c=68 records=320 errors=0
THERMAL gpu_temp_c=66 records=324 errors=0
THERMAL gpu_temp_c=64 records=324 errors=0
THERMAL gpu_temp_c=67 records=324 errors=0
THERMAL gpu_temp_c=67 records=324 errors=0
THERMAL gpu_temp_c=67 records=324 errors=0
THERMAL gpu_temp_c=67 records=324 errors=0
THERMAL gpu_temp_c=68 records=324 errors=0
THERMAL gpu_temp_c=68 records=324 errors=0
THERMAL gpu_temp_c=68 records=324 errors=0
THERMAL gpu_temp_c=68 records=324 errors=0
THERMAL gpu_temp_c=67 records=328 errors=0
THERMAL gpu_temp_c=65 records=328 errors=0
THERMAL gpu_temp_c=65 records=328 errors=0
THERMAL gpu_temp_c=67 records=328 errors=0
THERMAL gpu_temp_c=68 records=328 errors=0
THERMAL gpu_temp_c=68 records=328 errors=0
THERMAL gpu_temp_c=68 records=328 errors=0
THERMAL gpu_temp_c=67 records=328 errors=0
THERMAL gpu_temp_c=68 records=328 errors=0
THERMAL gpu_temp_c=68 records=328 errors=0
THERMAL gpu_temp_c=69 records=328 errors=0
THERMAL gpu_temp_c=67 records=332 errors=0
THERMAL gpu_temp_c=65 records=332 errors=0
THERMAL gpu_temp_c=69 records=332 errors=0
THERMAL gpu_temp_c=66 records=332 errors=0
THERMAL gpu_temp_c=67 records=332 errors=0
THERMAL gpu_temp_c=67 records=332 errors=0
THERMAL gpu_temp_c=67 records=332 errors=0
THERMAL gpu_temp_c=68 records=332 errors=0
THERMAL gpu_temp_c=67 records=332 errors=0
THERMAL gpu_temp_c=67 records=332 errors=0
THERMAL gpu_temp_c=67 records=332 errors=0
THERMAL gpu_temp_c=67 records=336 errors=0
THERMAL gpu_temp_c=65 records=336 errors=0
THERMAL gpu_temp_c=63 records=336 errors=0
THERMAL gpu_temp_c=66 records=336 errors=0
THERMAL gpu_temp_c=67 records=336 errors=0
THERMAL gpu_temp_c=67 records=336 errors=0
THERMAL gpu_temp_c=67 records=336 errors=0
THERMAL gpu_temp_c=68 records=336 errors=0
THERMAL gpu_temp_c=67 records=336 errors=0
THERMAL gpu_temp_c=68 records=336 errors=0
THERMAL gpu_temp_c=68 records=336 errors=0
THERMAL gpu_temp_c=67 records=340 errors=0
THERMAL gpu_temp_c=65 records=340 errors=0
THERMAL gpu_temp_c=70 records=340 errors=0
THERMAL gpu_temp_c=67 records=340 errors=0
THERMAL gpu_temp_c=68 records=340 errors=0
THERMAL gpu_temp_c=67 records=340 errors=0
THERMAL gpu_temp_c=67 records=340 errors=0
THERMAL gpu_temp_c=68 records=340 errors=0
THERMAL gpu_temp_c=68 records=340 errors=0
THERMAL gpu_temp_c=68 records=340 errors=0
THERMAL gpu_temp_c=68 records=340 errors=0
THERMAL gpu_temp_c=67 records=344 errors=0
THERMAL gpu_temp_c=65 records=344 errors=0
THERMAL gpu_temp_c=70 records=344 errors=0
THERMAL gpu_temp_c=67 records=344 errors=0
THERMAL gpu_temp_c=67 records=344 errors=0
THERMAL gpu_temp_c=68 records=344 errors=0
THERMAL gpu_temp_c=68 records=344 errors=0
THERMAL gpu_temp_c=68 records=344 errors=0
THERMAL gpu_temp_c=68 records=344 errors=0
THERMAL gpu_temp_c=68 records=344 errors=0
THERMAL gpu_temp_c=68 records=344 errors=0
THERMAL gpu_temp_c=67 records=348 errors=0
THERMAL gpu_temp_c=65 records=348 errors=0
THERMAL gpu_temp_c=70 records=348 errors=0
THERMAL gpu_temp_c=67 records=348 errors=0
THERMAL gpu_temp_c=67 records=348 errors=0
THERMAL gpu_temp_c=67 records=348 errors=0
THERMAL gpu_temp_c=68 records=348 errors=0
THERMAL gpu_temp_c=68 records=348 errors=0
THERMAL gpu_temp_c=68 records=348 errors=0
THERMAL gpu_temp_c=68 records=348 errors=0
THERMAL gpu_temp_c=69 records=348 errors=0
THERMAL gpu_temp_c=66 records=352 errors=0
THERMAL gpu_temp_c=65 records=352 errors=0
THERMAL gpu_temp_c=69 records=352 errors=0
THERMAL gpu_temp_c=67 records=352 errors=0
THERMAL gpu_temp_c=68 records=352 errors=0
THERMAL gpu_temp_c=68 records=352 errors=0
THERMAL gpu_temp_c=68 records=352 errors=0
THERMAL gpu_temp_c=68 records=352 errors=0
THERMAL gpu_temp_c=69 records=352 errors=0
THERMAL gpu_temp_c=69 records=352 errors=0
THERMAL gpu_temp_c=68 records=356 errors=0
THERMAL gpu_temp_c=66 records=356 errors=0
THERMAL gpu_temp_c=65 records=356 errors=0
THERMAL gpu_temp_c=67 records=356 errors=0
THERMAL gpu_temp_c=68 records=356 errors=0
THERMAL gpu_temp_c=68 records=356 errors=0
THERMAL gpu_temp_c=68 records=356 errors=0
THERMAL gpu_temp_c=68 records=356 errors=0
THERMAL gpu_temp_c=68 records=356 errors=0
THERMAL gpu_temp_c=68 records=356 errors=0
THERMAL gpu_temp_c=69 records=356 errors=0
THERMAL gpu_temp_c=68 records=356 errors=0
THERMAL gpu_temp_c=66 records=360 errors=0
THERMAL gpu_temp_c=65 records=360 errors=0
THERMAL gpu_temp_c=68 records=360 errors=0
THERMAL gpu_temp_c=67 records=360 errors=0
THERMAL gpu_temp_c=68 records=360 errors=0
THERMAL gpu_temp_c=68 records=360 errors=0
THERMAL gpu_temp_c=68 records=360 errors=0
THERMAL gpu_temp_c=69 records=360 errors=0
THERMAL gpu_temp_c=69 records=360 errors=0
THERMAL gpu_temp_c=68 records=360 errors=0
THERMAL gpu_temp_c=68 records=364 errors=0
THERMAL gpu_temp_c=66 records=364 errors=0
THERMAL gpu_temp_c=71 records=364 errors=0
THERMAL gpu_temp_c=68 records=364 errors=0
THERMAL gpu_temp_c=68 records=364 errors=0
THERMAL gpu_temp_c=68 records=364 errors=0
THERMAL gpu_temp_c=69 records=364 errors=0
THERMAL gpu_temp_c=68 records=364 errors=0
THERMAL gpu_temp_c=68 records=364 errors=0
THERMAL gpu_temp_c=69 records=364 errors=0
THERMAL gpu_temp_c=68 records=364 errors=0
THERMAL gpu_temp_c=67 records=368 errors=0
THERMAL gpu_temp_c=66 records=368 errors=0
THERMAL gpu_temp_c=70 records=368 errors=0
THERMAL gpu_temp_c=67 records=368 errors=0
THERMAL gpu_temp_c=68 records=368 errors=0
THERMAL gpu_temp_c=68 records=368 errors=0
THERMAL gpu_temp_c=68 records=368 errors=0
THERMAL gpu_temp_c=68 records=368 errors=0
THERMAL gpu_temp_c=68 records=368 errors=0
THERMAL gpu_temp_c=68 records=368 errors=0
THERMAL gpu_temp_c=68 records=368 errors=0
THERMAL gpu_temp_c=67 records=372 errors=0
THERMAL gpu_temp_c=65 records=372 errors=0
THERMAL gpu_temp_c=70 records=372 errors=0
THERMAL gpu_temp_c=67 records=372 errors=0
THERMAL gpu_temp_c=68 records=372 errors=0
THERMAL gpu_temp_c=68 records=372 errors=0
THERMAL gpu_temp_c=68 records=372 errors=0
THERMAL gpu_temp_c=68 records=372 errors=0
THERMAL gpu_temp_c=69 records=372 errors=0
THERMAL gpu_temp_c=69 records=372 errors=0
THERMAL gpu_temp_c=69 records=372 errors=0
THERMAL gpu_temp_c=68 records=376 errors=0
THERMAL gpu_temp_c=66 records=376 errors=0
THERMAL gpu_temp_c=64 records=376 errors=0
THERMAL gpu_temp_c=67 records=376 errors=0
THERMAL gpu_temp_c=67 records=376 errors=0
THERMAL gpu_temp_c=68 records=376 errors=0
THERMAL gpu_temp_c=69 records=376 errors=0
THERMAL gpu_temp_c=68 records=376 errors=0
THERMAL gpu_temp_c=68 records=376 errors=0
THERMAL gpu_temp_c=68 records=376 errors=0
THERMAL gpu_temp_c=68 records=376 errors=0
THERMAL gpu_temp_c=68 records=380 errors=0
THERMAL gpu_temp_c=66 records=380 errors=0
THERMAL gpu_temp_c=64 records=380 errors=0
THERMAL gpu_temp_c=68 records=380 errors=0
THERMAL gpu_temp_c=68 records=380 errors=0
THERMAL gpu_temp_c=68 records=380 errors=0
THERMAL gpu_temp_c=69 records=380 errors=0
THERMAL gpu_temp_c=68 records=380 errors=0
THERMAL gpu_temp_c=69 records=380 errors=0
THERMAL gpu_temp_c=69 records=380 errors=0
THERMAL gpu_temp_c=69 records=380 errors=0
THERMAL gpu_temp_c=68 records=384 errors=0
THERMAL gpu_temp_c=66 records=384 errors=0
THERMAL gpu_temp_c=70 records=384 errors=0
THERMAL gpu_temp_c=67 records=384 errors=0
THERMAL gpu_temp_c=68 records=384 errors=0
THERMAL gpu_temp_c=68 records=384 errors=0
THERMAL gpu_temp_c=69 records=384 errors=0
THERMAL gpu_temp_c=68 records=384 errors=0
THERMAL gpu_temp_c=69 records=384 errors=0
THERMAL gpu_temp_c=68 records=384 errors=0
THERMAL gpu_temp_c=69 records=384 errors=0
THERMAL gpu_temp_c=68 records=388 errors=0
THERMAL gpu_temp_c=65 records=388 errors=0
THERMAL gpu_temp_c=71 records=388 errors=0
THERMAL gpu_temp_c=68 records=388 errors=0
THERMAL gpu_temp_c=68 records=388 errors=0
THERMAL gpu_temp_c=69 records=388 errors=0
