WARNING: Could not remove empty redirect log 
'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_8_full_wrapper_20260827_103133.stderr.log': Exception 
calling "Delete" with "1" argument(s): "The process cannot access the file 
'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_8_full_wrapper_20260827_103133.stderr.log' because it is 
being used by another process."
WARNING: Could not remove empty redirect log 
'D:\UIT\KLTN\runtime\ministral3_8b_challenger\logs\event_v3_8_full_wrapper_20260827_103133.stdout.log': Exception 
THERMAL gpu_temp_c=61 records=204 errors=0
THERMAL gpu_temp_c=62 records=204 errors=0
THERMAL gpu_temp_c=62 records=204 errors=0
THERMAL gpu_temp_c=62 records=204 errors=0
THERMAL gpu_temp_c=62 records=204 errors=0
THERMAL gpu_temp_c=61 records=208 errors=0
THERMAL gpu_temp_c=58 records=208 errors=0
THERMAL gpu_temp_c=62 records=208 errors=0
THERMAL gpu_temp_c=61 records=208 errors=0
THERMAL gpu_temp_c=61 records=208 errors=0
THERMAL gpu_temp_c=61 records=208 errors=0
THERMAL gpu_temp_c=62 records=208 errors=0
THERMAL gpu_temp_c=62 records=208 errors=0
THERMAL gpu_temp_c=62 records=208 errors=0
THERMAL gpu_temp_c=62 records=208 errors=0
THERMAL gpu_temp_c=61 records=212 errors=0
THERMAL gpu_temp_c=58 records=212 errors=0
THERMAL gpu_temp_c=63 records=212 errors=0
THERMAL gpu_temp_c=62 records=212 errors=0
THERMAL gpu_temp_c=61 records=212 errors=0
THERMAL gpu_temp_c=61 records=212 errors=0
THERMAL gpu_temp_c=61 records=212 errors=0
THERMAL gpu_temp_c=62 records=212 errors=0
THERMAL gpu_temp_c=61 records=212 errors=0
THERMAL gpu_temp_c=62 records=212 errors=0
THERMAL gpu_temp_c=60 records=216 errors=0
THERMAL gpu_temp_c=58 records=216 errors=0
THERMAL gpu_temp_c=63 records=216 errors=0
THERMAL gpu_temp_c=60 records=216 errors=0
THERMAL gpu_temp_c=61 records=216 errors=0
THERMAL gpu_temp_c=62 records=216 errors=0
THERMAL gpu_temp_c=61 records=216 errors=0
THERMAL gpu_temp_c=62 records=216 errors=0
THERMAL gpu_temp_c=62 records=216 errors=0
THERMAL gpu_temp_c=62 records=216 errors=0
THERMAL gpu_temp_c=60 records=220 errors=0
THERMAL gpu_temp_c=58 records=220 errors=0
THERMAL gpu_temp_c=63 records=220 errors=0
THERMAL gpu_temp_c=61 records=220 errors=0
THERMAL gpu_temp_c=61 records=220 errors=0
THERMAL gpu_temp_c=61 records=220 errors=0
THERMAL gpu_temp_c=62 records=220 errors=0
THERMAL gpu_temp_c=62 records=220 errors=0
THERMAL gpu_temp_c=62 records=220 errors=0
THERMAL gpu_temp_c=62 records=220 errors=0
THERMAL gpu_temp_c=61 records=224 errors=0
THERMAL gpu_temp_c=59 records=224 errors=0
THERMAL gpu_temp_c=57 records=224 errors=0
THERMAL gpu_temp_c=60 records=224 errors=0
THERMAL gpu_temp_c=61 records=224 errors=0
THERMAL gpu_temp_c=62 records=224 errors=0
THERMAL gpu_temp_c=61 records=224 errors=0
THERMAL gpu_temp_c=61 records=224 errors=0
THERMAL gpu_temp_c=63 records=224 errors=0
THERMAL gpu_temp_c=62 records=224 errors=0
THERMAL gpu_temp_c=61 records=228 errors=0
THERMAL gpu_temp_c=59 records=228 errors=0
THERMAL gpu_temp_c=58 records=228 errors=0
THERMAL gpu_temp_c=61 records=228 errors=0
THERMAL gpu_temp_c=61 records=228 errors=0
THERMAL gpu_temp_c=62 records=228 errors=0
THERMAL gpu_temp_c=61 records=228 errors=0
THERMAL gpu_temp_c=62 records=228 errors=0
THERMAL gpu_temp_c=62 records=228 errors=0
THERMAL gpu_temp_c=62 records=228 errors=0
THERMAL gpu_temp_c=61 records=232 errors=0
THERMAL gpu_temp_c=58 records=232 errors=0
THERMAL gpu_temp_c=62 records=232 errors=0
THERMAL gpu_temp_c=61 records=232 errors=0
THERMAL gpu_temp_c=61 records=232 errors=0
THERMAL gpu_temp_c=61 records=232 errors=0
THERMAL gpu_temp_c=62 records=232 errors=0
THERMAL gpu_temp_c=62 records=232 errors=0
THERMAL gpu_temp_c=63 records=232 errors=0
THERMAL gpu_temp_c=62 records=232 errors=0
THERMAL gpu_temp_c=61 records=236 errors=0
THERMAL gpu_temp_c=58 records=236 errors=0
THERMAL gpu_temp_c=64 records=236 errors=0
THERMAL gpu_temp_c=61 records=236 errors=0
THERMAL gpu_temp_c=61 records=236 errors=0
THERMAL gpu_temp_c=61 records=236 errors=0
THERMAL gpu_temp_c=62 records=236 errors=0
THERMAL gpu_temp_c=63 records=236 errors=0
THERMAL gpu_temp_c=62 records=236 errors=0
THERMAL gpu_temp_c=62 records=236 errors=0
THERMAL gpu_temp_c=62 records=240 errors=0
THERMAL gpu_temp_c=59 records=240 errors=0
THERMAL gpu_temp_c=63 records=240 errors=0
THERMAL gpu_temp_c=62 records=240 errors=0
THERMAL gpu_temp_c=62 records=240 errors=0
THERMAL gpu_temp_c=62 records=240 errors=0
THERMAL gpu_temp_c=62 records=240 errors=0
THERMAL gpu_temp_c=63 records=240 errors=0
THERMAL gpu_temp_c=64 records=240 errors=0
THERMAL gpu_temp_c=63 records=240 errors=0
THERMAL gpu_temp_c=62 records=244 errors=0
THERMAL gpu_temp_c=60 records=244 errors=0
THERMAL gpu_temp_c=64 records=244 errors=0
THERMAL gpu_temp_c=63 records=244 errors=0
THERMAL gpu_temp_c=63 records=244 errors=0
THERMAL gpu_temp_c=62 records=244 errors=0
THERMAL gpu_temp_c=63 records=244 errors=0
THERMAL gpu_temp_c=63 records=244 errors=0
THERMAL gpu_temp_c=63 records=244 errors=0
THERMAL gpu_temp_c=64 records=244 errors=0
THERMAL gpu_temp_c=64 records=244 errors=0
THERMAL gpu_temp_c=62 records=248 errors=0
THERMAL gpu_temp_c=61 records=248 errors=0
THERMAL gpu_temp_c=65 records=248 errors=0
THERMAL gpu_temp_c=65 records=248 errors=0
THERMAL gpu_temp_c=65 records=248 errors=0
THERMAL gpu_temp_c=65 records=248 errors=0
THERMAL gpu_temp_c=65 records=248 errors=0
THERMAL gpu_temp_c=66 records=248 errors=0
THERMAL gpu_temp_c=66 records=248 errors=0
THERMAL gpu_temp_c=67 records=248 errors=0
THERMAL gpu_temp_c=65 records=252 errors=0
THERMAL gpu_temp_c=64 records=252 errors=0
THERMAL gpu_temp_c=67 records=252 errors=0
THERMAL gpu_temp_c=66 records=252 errors=0
THERMAL gpu_temp_c=66 records=252 errors=0
THERMAL gpu_temp_c=67 records=252 errors=0
THERMAL gpu_temp_c=66 records=252 errors=0
THERMAL gpu_temp_c=67 records=252 errors=0
THERMAL gpu_temp_c=67 records=252 errors=0
THERMAL gpu_temp_c=67 records=252 errors=0
THERMAL gpu_temp_c=67 records=252 errors=0
THERMAL gpu_temp_c=66 records=256 errors=0
THERMAL gpu_temp_c=65 records=256 errors=0
THERMAL gpu_temp_c=64 records=256 errors=0
THERMAL gpu_temp_c=67 records=256 errors=0
THERMAL gpu_temp_c=66 records=256 errors=0
THERMAL gpu_temp_c=67 records=256 errors=0
THERMAL gpu_temp_c=67 records=256 errors=0
THERMAL gpu_temp_c=68 records=256 errors=0
THERMAL gpu_temp_c=68 records=256 errors=0
THERMAL gpu_temp_c=67 records=256 errors=0
THERMAL gpu_temp_c=68 records=256 errors=0
THERMAL gpu_temp_c=68 records=256 errors=0
THERMAL gpu_temp_c=66 records=260 errors=0
THERMAL gpu_temp_c=65 records=260 errors=0
THERMAL gpu_temp_c=67 records=260 errors=0
THERMAL gpu_temp_c=68 records=260 errors=0
THERMAL gpu_temp_c=67 records=260 errors=0
THERMAL gpu_temp_c=68 records=260 errors=0
THERMAL gpu_temp_c=68 records=260 errors=0
THERMAL gpu_temp_c=68 records=260 errors=0
THERMAL gpu_temp_c=68 records=260 errors=0
THERMAL gpu_temp_c=68 records=260 errors=0
THERMAL gpu_temp_c=67 records=264 errors=0
THERMAL gpu_temp_c=67 records=264 errors=0
THERMAL gpu_temp_c=66 records=264 errors=0
THERMAL gpu_temp_c=68 records=264 errors=0
THERMAL gpu_temp_c=68 records=264 errors=0
THERMAL gpu_temp_c=68 records=264 errors=0
THERMAL gpu_temp_c=68 records=264 errors=0
THERMAL gpu_temp_c=68 records=264 errors=0
THERMAL gpu_temp_c=68 records=264 errors=0
THERMAL gpu_temp_c=69 records=264 errors=0
THERMAL gpu_temp_c=68 records=264 errors=0
THERMAL gpu_temp_c=68 records=264 errors=0
THERMAL gpu_temp_c=69 records=264 errors=0
THERMAL gpu_temp_c=68 records=268 errors=0
THERMAL gpu_temp_c=67 records=268 errors=0
THERMAL gpu_temp_c=71 records=268 errors=0
THERMAL gpu_temp_c=68 records=268 errors=0
THERMAL gpu_temp_c=68 records=268 errors=0
THERMAL gpu_temp_c=68 records=268 errors=0
THERMAL gpu_temp_c=68 records=268 errors=0
THERMAL gpu_temp_c=68 records=268 errors=0
THERMAL gpu_temp_c=69 records=268 errors=0
THERMAL gpu_temp_c=68 records=268 errors=0
THERMAL gpu_temp_c=67 records=272 errors=0
THERMAL gpu_temp_c=65 records=272 errors=0
THERMAL gpu_temp_c=70 records=272 errors=0
THERMAL gpu_temp_c=67 records=272 errors=0
THERMAL gpu_temp_c=67 records=272 errors=0
THERMAL gpu_temp_c=68 records=272 errors=0
THERMAL gpu_temp_c=68 records=272 errors=0
THERMAL gpu_temp_c=68 records=272 errors=0
THERMAL gpu_temp_c=68 records=272 errors=0
THERMAL gpu_temp_c=68 records=272 errors=0
THERMAL gpu_temp_c=67 records=276 errors=0
THERMAL gpu_temp_c=65 records=276 errors=0
THERMAL gpu_temp_c=73 records=276 errors=0
THERMAL gpu_temp_c=67 records=276 errors=0
THERMAL gpu_temp_c=68 records=276 errors=0
THERMAL gpu_temp_c=68 records=276 errors=0
THERMAL gpu_temp_c=68 records=276 errors=0
THERMAL gpu_temp_c=69 records=276 errors=0
THERMAL gpu_temp_c=68 records=276 errors=0
THERMAL gpu_temp_c=69 records=276 errors=0
THERMAL gpu_temp_c=67 records=280 errors=0
THERMAL gpu_temp_c=65 records=280 errors=0
THERMAL gpu_temp_c=73 records=280 errors=0
THERMAL gpu_temp_c=67 records=280 errors=0
THERMAL gpu_temp_c=68 records=280 errors=0
THERMAL gpu_temp_c=68 records=280 errors=0
THERMAL gpu_temp_c=68 records=280 errors=0
THERMAL gpu_temp_c=68 records=280 errors=0
THERMAL gpu_temp_c=68 records=280 errors=0
THERMAL gpu_temp_c=69 records=280 errors=0
THERMAL gpu_temp_c=67 records=284 errors=0
THERMAL gpu_temp_c=65 records=284 errors=0
THERMAL gpu_temp_c=68 records=284 errors=0
THERMAL gpu_temp_c=67 records=284 errors=0
THERMAL gpu_temp_c=68 records=284 errors=0
THERMAL gpu_temp_c=68 records=284 errors=0
THERMAL gpu_temp_c=68 records=284 errors=0
THERMAL gpu_temp_c=68 records=284 errors=0
THERMAL gpu_temp_c=69 records=284 errors=0
THERMAL gpu_temp_c=68 records=288 errors=0
THERMAL gpu_temp_c=66 records=288 errors=0
THERMAL gpu_temp_c=64 records=288 errors=0
THERMAL gpu_temp_c=68 records=288 errors=0
THERMAL gpu_temp_c=68 records=288 errors=0
THERMAL gpu_temp_c=68 records=288 errors=0
THERMAL gpu_temp_c=69 records=288 errors=0
THERMAL gpu_temp_c=68 records=288 errors=0
THERMAL gpu_temp_c=68 records=288 errors=0
THERMAL gpu_temp_c=69 records=288 errors=0
THERMAL gpu_temp_c=67 records=292 errors=0
THERMAL gpu_temp_c=65 records=292 errors=0
THERMAL gpu_temp_c=68 records=292 errors=0
THERMAL gpu_temp_c=68 records=292 errors=0
THERMAL gpu_temp_c=68 records=292 errors=0
THERMAL gpu_temp_c=69 records=292 errors=0
THERMAL gpu_temp_c=68 records=292 errors=0
THERMAL gpu_temp_c=68 records=292 errors=0
THERMAL gpu_temp_c=69 records=292 errors=0
THERMAL gpu_temp_c=69 records=292 errors=0
THERMAL gpu_temp_c=66 records=296 errors=0
THERMAL gpu_temp_c=65 records=296 errors=0
THERMAL gpu_temp_c=68 records=296 errors=0
THERMAL gpu_temp_c=68 records=296 errors=0
THERMAL gpu_temp_c=68 records=296 errors=0
THERMAL gpu_temp_c=69 records=296 errors=0
THERMAL gpu_temp_c=69 records=296 errors=0
THERMAL gpu_temp_c=68 records=296 errors=0
THERMAL gpu_temp_c=69 records=296 errors=0
THERMAL gpu_temp_c=67 records=300 errors=0
THERMAL gpu_temp_c=65 records=300 errors=0
THERMAL gpu_temp_c=70 records=300 errors=0
THERMAL gpu_temp_c=68 records=300 errors=0
THERMAL gpu_temp_c=68 records=300 errors=0
THERMAL gpu_temp_c=69 records=300 errors=0
THERMAL gpu_temp_c=69 records=300 errors=0
THERMAL gpu_temp_c=68 records=300 errors=0
THERMAL gpu_temp_c=68 records=300 errors=0
THERMAL gpu_temp_c=69 records=300 errors=0
THERMAL gpu_temp_c=68 records=304 errors=0
THERMAL gpu_temp_c=66 records=304 errors=0
THERMAL gpu_temp_c=71 records=304 errors=0
THERMAL gpu_temp_c=68 records=304 errors=0
THERMAL gpu_temp_c=68 records=304 errors=0
THERMAL gpu_temp_c=68 records=304 errors=0
THERMAL gpu_temp_c=69 records=304 errors=0
THERMAL gpu_temp_c=69 records=304 errors=0
THERMAL gpu_temp_c=70 records=304 errors=0
THERMAL gpu_temp_c=69 records=304 errors=0
THERMAL gpu_temp_c=68 records=308 errors=0
THERMAL gpu_temp_c=66 records=308 errors=0
THERMAL gpu_temp_c=73 records=308 errors=0
THERMAL gpu_temp_c=68 records=308 errors=0
THERMAL gpu_temp_c=68 records=308 errors=0
THERMAL gpu_temp_c=69 records=308 errors=0
THERMAL gpu_temp_c=69 records=308 errors=0
THERMAL gpu_temp_c=69 records=308 errors=0
THERMAL gpu_temp_c=69 records=308 errors=0
THERMAL gpu_temp_c=69 records=308 errors=0
THERMAL gpu_temp_c=69 records=308 errors=0
THERMAL gpu_temp_c=67 records=312 errors=0
THERMAL gpu_temp_c=66 records=312 errors=0
THERMAL gpu_temp_c=68 records=312 errors=0
THERMAL gpu_temp_c=68 records=312 errors=0
THERMAL gpu_temp_c=68 records=312 errors=0
THERMAL gpu_temp_c=68 records=312 errors=0
THERMAL gpu_temp_c=68 records=312 errors=0
THERMAL gpu_temp_c=68 records=312 errors=0
THERMAL gpu_temp_c=68 records=312 errors=0
THERMAL gpu_temp_c=68 records=312 errors=0
THERMAL gpu_temp_c=68 records=316 errors=0
THERMAL gpu_temp_c=66 records=316 errors=0
THERMAL gpu_temp_c=71 records=316 errors=0
THERMAL gpu_temp_c=68 records=316 errors=0
THERMAL gpu_temp_c=68 records=316 errors=0
THERMAL gpu_temp_c=68 records=316 errors=0
THERMAL gpu_temp_c=68 records=316 errors=0
THERMAL gpu_temp_c=69 records=316 errors=0
THERMAL gpu_temp_c=68 records=316 errors=0
THERMAL gpu_temp_c=68 records=316 errors=0
THERMAL gpu_temp_c=68 records=316 errors=0
THERMAL gpu_temp_c=68 records=320 errors=0
THERMAL gpu_temp_c=66 records=320 errors=0
THERMAL gpu_temp_c=65 records=320 errors=0
THERMAL gpu_temp_c=68 records=320 errors=0
THERMAL gpu_temp_c=68 records=320 errors=0
THERMAL gpu_temp_c=69 records=320 errors=0
THERMAL gpu_temp_c=68 records=320 errors=0
THERMAL gpu_temp_c=69 records=320 errors=0
THERMAL gpu_temp_c=68 records=320 errors=0
THERMAL gpu_temp_c=68 records=320 errors=0
THERMAL gpu_temp_c=69 records=320 errors=0
THERMAL gpu_temp_c=68 records=324 errors=0
THERMAL gpu_temp_c=66 records=324 errors=0
THERMAL gpu_temp_c=71 records=324 errors=0
THERMAL gpu_temp_c=68 records=324 errors=0
THERMAL gpu_temp_c=68 records=324 errors=0
THERMAL gpu_temp_c=69 records=324 errors=0
THERMAL gpu_temp_c=69 records=324 errors=0
THERMAL gpu_temp_c=69 records=324 errors=0
THERMAL gpu_temp_c=68 records=324 errors=0
THERMAL gpu_temp_c=69 records=324 errors=0
THERMAL gpu_temp_c=68 records=328 errors=0
THERMAL gpu_temp_c=66 records=328 errors=0
THERMAL gpu_temp_c=71 records=328 errors=0
THERMAL gpu_temp_c=68 records=328 errors=0
THERMAL gpu_temp_c=69 records=328 errors=0
THERMAL gpu_temp_c=69 records=328 errors=0
THERMAL gpu_temp_c=68 records=328 errors=0
THERMAL gpu_temp_c=69 records=328 errors=0
THERMAL gpu_temp_c=69 records=328 errors=0
THERMAL gpu_temp_c=69 records=328 errors=0
THERMAL gpu_temp_c=68 records=332 errors=0
THERMAL gpu_temp_c=66 records=332 errors=0
THERMAL gpu_temp_c=66 records=332 errors=0
THERMAL gpu_temp_c=68 records=332 errors=0
THERMAL gpu_temp_c=68 records=332 errors=0
THERMAL gpu_temp_c=68 records=332 errors=0
THERMAL gpu_temp_c=68 records=332 errors=0
THERMAL gpu_temp_c=68 records=332 errors=0
THERMAL gpu_temp_c=69 records=332 errors=0
THERMAL gpu_temp_c=69 records=332 errors=0
THERMAL gpu_temp_c=69 records=332 errors=0
THERMAL gpu_temp_c=68 records=336 errors=0
THERMAL gpu_temp_c=66 records=336 errors=0
THERMAL gpu_temp_c=73 records=336 errors=0
THERMAL gpu_temp_c=68 records=336 errors=0
THERMAL gpu_temp_c=68 records=336 errors=0
THERMAL gpu_temp_c=68 records=336 errors=0
THERMAL gpu_temp_c=68 records=336 errors=0
THERMAL gpu_temp_c=69 records=336 errors=0
THERMAL gpu_temp_c=69 records=336 errors=0
THERMAL gpu_temp_c=69 records=336 errors=0
THERMAL gpu_temp_c=68 records=340 errors=0
THERMAL gpu_temp_c=66 records=340 errors=0
THERMAL gpu_temp_c=70 records=340 errors=0
THERMAL gpu_temp_c=68 records=340 errors=0
THERMAL gpu_temp_c=68 records=340 errors=0
THERMAL gpu_temp_c=69 records=340 errors=0
THERMAL gpu_temp_c=68 records=340 errors=0
THERMAL gpu_temp_c=69 records=340 errors=0
THERMAL gpu_temp_c=70 records=340 errors=0
THERMAL gpu_temp_c=69 records=340 errors=0
THERMAL gpu_temp_c=68 records=344 errors=0
THERMAL gpu_temp_c=66 records=344 errors=0
THERMAL gpu_temp_c=72 records=344 errors=0
THERMAL gpu_temp_c=69 records=344 errors=0
THERMAL gpu_temp_c=69 records=344 errors=0
THERMAL gpu_temp_c=69 records=344 errors=0
THERMAL gpu_temp_c=68 records=344 errors=0
THERMAL gpu_temp_c=69 records=344 errors=0
THERMAL gpu_temp_c=69 records=344 errors=0
THERMAL gpu_temp_c=69 records=344 errors=0
THERMAL gpu_temp_c=69 records=348 errors=0
THERMAL gpu_temp_c=67 records=348 errors=0
THERMAL gpu_temp_c=65 records=348 errors=0
THERMAL gpu_temp_c=68 records=348 errors=0
THERMAL gpu_temp_c=68 records=348 errors=0
THERMAL gpu_temp_c=68 records=348 errors=0
THERMAL gpu_temp_c=69 records=348 errors=0
THERMAL gpu_temp_c=69 records=348 errors=0
THERMAL gpu_temp_c=69 records=348 errors=0
THERMAL gpu_temp_c=69 records=348 errors=0
THERMAL gpu_temp_c=70 records=348 errors=0
THERMAL gpu_temp_c=67 records=352 errors=0
THERMAL gpu_temp_c=65 records=352 errors=0
THERMAL gpu_temp_c=68 records=352 errors=0
THERMAL gpu_temp_c=68 records=352 errors=0
THERMAL gpu_temp_c=68 records=352 errors=0
THERMAL gpu_temp_c=69 records=352 errors=0
THERMAL gpu_temp_c=68 records=352 errors=0
THERMAL gpu_temp_c=69 records=352 errors=0
THERMAL gpu_temp_c=69 records=352 errors=0
THERMAL gpu_temp_c=70 records=356 errors=0
THERMAL gpu_temp_c=67 records=356 errors=0
THERMAL gpu_temp_c=65 records=356 errors=0
THERMAL gpu_temp_c=68 records=356 errors=0
THERMAL gpu_temp_c=69 records=356 errors=0
THERMAL gpu_temp_c=69 records=356 errors=0
THERMAL gpu_temp_c=69 records=356 errors=0
THERMAL gpu_temp_c=69 records=356 errors=0
THERMAL gpu_temp_c=69 records=356 errors=0
THERMAL gpu_temp_c=69 records=356 errors=0
THERMAL gpu_temp_c=69 records=356 errors=0
THERMAL gpu_temp_c=68 records=360 errors=0
THERMAL gpu_temp_c=66 records=360 errors=0
THERMAL gpu_temp_c=74 records=360 errors=0
THERMAL gpu_temp_c=68 records=360 errors=0
THERMAL gpu_temp_c=68 records=360 errors=0
THERMAL gpu_temp_c=69 records=360 errors=0
THERMAL gpu_temp_c=69 records=360 errors=0
THERMAL gpu_temp_c=70 records=360 errors=0
THERMAL gpu_temp_c=69 records=360 errors=0
THERMAL gpu_temp_c=69 records=360 errors=0
THERMAL gpu_temp_c=68 records=364 errors=0
THERMAL gpu_temp_c=66 records=364 errors=0
THERMAL gpu_temp_c=70 records=364 errors=0
THERMAL gpu_temp_c=68 records=364 errors=0
THERMAL gpu_temp_c=68 records=364 errors=0
THERMAL gpu_temp_c=69 records=364 errors=0
THERMAL gpu_temp_c=69 records=364 errors=0
THERMAL gpu_temp_c=68 records=364 errors=0
THERMAL gpu_temp_c=69 records=364 errors=0
THERMAL gpu_temp_c=70 records=364 errors=0
THERMAL gpu_temp_c=68 records=368 errors=0
THERMAL gpu_temp_c=66 records=368 errors=0
THERMAL gpu_temp_c=65 records=368 errors=0
THERMAL gpu_temp_c=68 records=368 errors=0
THERMAL gpu_temp_c=68 records=368 errors=0
THERMAL gpu_temp_c=68 records=368 errors=0
THERMAL gpu_temp_c=69 records=368 errors=0
THERMAL gpu_temp_c=69 records=368 errors=0
THERMAL gpu_temp_c=69 records=368 errors=0
THERMAL gpu_temp_c=69 records=368 errors=0
THERMAL gpu_temp_c=69 records=368 errors=0
THERMAL gpu_temp_c=68 records=372 errors=0
THERMAL gpu_temp_c=66 records=372 errors=0
THERMAL gpu_temp_c=73 records=372 errors=0
THERMAL gpu_temp_c=68 records=372 errors=0
THERMAL gpu_temp_c=68 records=372 errors=0
THERMAL gpu_temp_c=69 records=372 errors=0
THERMAL gpu_temp_c=68 records=372 errors=0
THERMAL gpu_temp_c=69 records=372 errors=0
THERMAL gpu_temp_c=69 records=372 errors=0
THERMAL gpu_temp_c=69 records=372 errors=0
THERMAL gpu_temp_c=68 records=376 errors=0
THERMAL gpu_temp_c=66 records=376 errors=0
THERMAL gpu_temp_c=66 records=376 errors=0
THERMAL gpu_temp_c=69 records=376 errors=0
THERMAL gpu_temp_c=69 records=376 errors=0
THERMAL gpu_temp_c=68 records=376 errors=0
THERMAL gpu_temp_c=69 records=376 errors=0
THERMAL gpu_temp_c=69 records=376 errors=0
THERMAL gpu_temp_c=69 records=376 errors=0
THERMAL gpu_temp_c=69 records=376 errors=0
THERMAL gpu_temp_c=69 records=376 errors=0
THERMAL gpu_temp_c=67 records=380 errors=0
THERMAL gpu_temp_c=66 records=380 errors=0
THERMAL gpu_temp_c=69 records=380 errors=0
THERMAL gpu_temp_c=68 records=380 errors=0
THERMAL gpu_temp_c=69 records=380 errors=0
THERMAL gpu_temp_c=69 records=380 errors=0
THERMAL gpu_temp_c=69 records=380 errors=0
THERMAL gpu_temp_c=69 records=380 errors=0
THERMAL gpu_temp_c=69 records=380 errors=0
THERMAL gpu_temp_c=69 records=384 errors=0
THERMAL gpu_temp_c=66 records=384 errors=0
THERMAL gpu_temp_c=65 records=384 errors=0
THERMAL gpu_temp_c=68 records=384 errors=0
THERMAL gpu_temp_c=68 records=384 errors=0
THERMAL gpu_temp_c=68 records=384 errors=0
THERMAL gpu_temp_c=68 records=384 errors=0
THERMAL gpu_temp_c=69 records=384 errors=0
THERMAL gpu_temp_c=69 records=384 errors=0
THERMAL gpu_temp_c=69 records=384 errors=0
THERMAL gpu_temp_c=69 records=384 errors=0
THERMAL gpu_temp_c=68 records=388 errors=0
THERMAL gpu_temp_c=66 records=388 errors=0
THERMAL gpu_temp_c=72 records=388 errors=0
THERMAL gpu_temp_c=68 records=388 errors=0
THERMAL gpu_temp_c=68 records=388 errors=0
THERMAL gpu_temp_c=69 records=388 errors=0
THERMAL gpu_temp_c=69 records=388 errors=0
THERMAL gpu_temp_c=69 records=388 errors=0
THERMAL gpu_temp_c=69 records=388 errors=0
THERMAL gpu_temp_c=69 records=388 errors=0
THERMAL gpu_temp_c=68 records=392 errors=0
THERMAL gpu_temp_c=66 records=392 errors=0
THERMAL gpu_temp_c=72 records=392 errors=0
THERMAL gpu_temp_c=68 records=392 errors=0
THERMAL gpu_temp_c=68 records=392 errors=0
THERMAL gpu_temp_c=68 records=392 errors=0
THERMAL gpu_temp_c=69 records=392 errors=0
THERMAL gpu_temp_c=68 records=392 errors=0
THERMAL gpu_temp_c=69 records=392 errors=0
THERMAL gpu_temp_c=69 records=392 errors=0
THERMAL gpu_temp_c=68 records=396 errors=0
THERMAL gpu_temp_c=66 records=396 errors=0
THERMAL gpu_temp_c=71 records=396 errors=0
THERMAL gpu_temp_c=68 records=396 errors=0
THERMAL gpu_temp_c=68 records=396 errors=0
THERMAL gpu_temp_c=68 records=396 errors=0
THERMAL gpu_temp_c=69 records=396 errors=0
THERMAL gpu_temp_c=69 records=396 errors=0
THERMAL gpu_temp_c=69 records=396 errors=0
THERMAL gpu_temp_c=69 records=396 errors=0
THERMAL gpu_temp_c=69 records=396 errors=0
THERMAL gpu_temp_c=68 records=400 errors=0
THERMAL gpu_temp_c=67 records=400 errors=0
THERMAL gpu_temp_c=73 records=400 errors=0
THERMAL gpu_temp_c=69 records=400 errors=0
THERMAL gpu_temp_c=69 records=400 errors=0
THERMAL gpu_temp_c=68 records=400 errors=0
THERMAL gpu_temp_c=69 records=400 errors=0
THERMAL gpu_temp_c=69 records=400 errors=0
THERMAL gpu_temp_c=69 records=400 errors=0
THERMAL gpu_temp_c=69 records=400 errors=0
THERMAL gpu_temp_c=69 records=400 errors=0
THERMAL gpu_temp_c=68 records=404 errors=0
THERMAL gpu_temp_c=66 records=404 errors=0
THERMAL gpu_temp_c=70 records=404 errors=0
THERMAL gpu_temp_c=68 records=404 errors=0
THERMAL gpu_temp_c=68 records=404 errors=0
THERMAL gpu_temp_c=68 records=404 errors=0
THERMAL gpu_temp_c=69 records=404 errors=0
THERMAL gpu_temp_c=69 records=404 errors=0
THERMAL gpu_temp_c=69 records=404 errors=0
THERMAL gpu_temp_c=69 records=404 errors=0
THERMAL gpu_temp_c=69 records=404 errors=0
THERMAL gpu_temp_c=68 records=408 errors=0
THERMAL gpu_temp_c=66 records=408 errors=0
THERMAL gpu_temp_c=70 records=408 errors=0
THERMAL gpu_temp_c=69 records=408 errors=0
THERMAL gpu_temp_c=69 records=408 errors=0
THERMAL gpu_temp_c=68 records=408 errors=0
THERMAL gpu_temp_c=69 records=408 errors=0
THERMAL gpu_temp_c=69 records=408 errors=0
THERMAL gpu_temp_c=68 records=408 errors=0
THERMAL gpu_temp_c=69 records=408 errors=0
THERMAL gpu_temp_c=68 records=412 errors=0
THERMAL gpu_temp_c=66 records=412 errors=0
THERMAL gpu_temp_c=71 records=412 errors=0
THERMAL gpu_temp_c=68 records=412 errors=0
THERMAL gpu_temp_c=68 records=412 errors=0
THERMAL gpu_temp_c=68 records=412 errors=0
THERMAL gpu_temp_c=69 records=412 errors=0
THERMAL gpu_temp_c=69 records=412 errors=0
THERMAL gpu_temp_c=69 records=412 errors=0
THERMAL gpu_temp_c=69 records=412 errors=0
THERMAL gpu_temp_c=69 records=412 errors=0
THERMAL gpu_temp_c=68 records=416 errors=0
THERMAL gpu_temp_c=66 records=416 errors=0
THERMAL gpu_temp_c=71 records=416 errors=0
THERMAL gpu_temp_c=69 records=416 errors=0
THERMAL gpu_temp_c=69 records=416 errors=0
THERMAL gpu_temp_c=68 records=416 errors=0
THERMAL gpu_temp_c=69 records=416 errors=0
THERMAL gpu_temp_c=69 records=416 errors=0
